DOI,URL,Date,YearMonthDay,YearMonth,Diseases,Cases,Deaths
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Measles,71,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Epidemic hemorrhagic fever,344,2
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Rabies,8,6
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Japanese encephalitis,2,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Dengue,2,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Anthrax,15,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Dysentery,2836,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Tuberculosis,73110,312
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Typhoid fever and paratyphoid fever,408,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Meningococcal meningitis,10,2
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Pertussis,3747,1
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Diphtheria,0,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Neonatal tetanus,1,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Scarlet fever,1848,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Brucellosis,6656,1
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Gonorrhea,8886,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Syphilis,46978,6
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Leptospirosis,5,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Schistosomiasis,5,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Malaria,31,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Human infection with H7N9 virus,0,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,COVID-19,41577,2
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Influenza,133184,1
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Mumps,10001,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Rubella,98,1
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Acute hemorrhagic conjunctivitis,2559,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Leprosy,35,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Typhus,36,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Kala azar,30,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Echinococcosis,338,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Filariasis,0,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Infectious diarrhea,122555,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Hand foot and mouth disease,33287,0
doi/10.46234/ccdcw2022.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,2022-03-01 00:00:00,2022/03/01,2022 March,Total,634258,2036
