DOI,URL,Date,YearMonthDay,YearMonth,Diseases,Cases,Deaths
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Brucellosis,4972,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Gonorrhea,10724,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Syphilis,46838,9
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Leptospirosis,51,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Schistosomiasis,10,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Malaria,57,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Human infection with H7N9 virus,0,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,COVID-19,721,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Influenza,12833,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Mumps,9008,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Rubella,96,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Acute hemorrhagic conjunctivitis,2561,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Leprosy,39,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Typhus,138,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Kala azar,18,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Echinococcosis,283,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Filariasis,0,0
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Infectious diarrhea,109407,2
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Hand foot and mouth disease,59143,1
doi/10.46234/ccdcw2020.208,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,2020-08-01 00:00:00,2020/08/01,2020 August,Total,475076,1766
