DOI,URL,Date,YearMonthDay,YearMonth,Diseases,Cases,Deaths
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Hepatitis B,116400,19
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Hepatitis A,1114,0
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Hepatitis,142746,96
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Hand foot and mouth disease,20105,0
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Gonorrhea,7931,0
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Filariasis,0,0
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Epidemic hemorrhagic fever,305,1
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Echinococcosis,347,0
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Dysentery,2794,0
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Diphtheria,0,0
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Dengue,9,0
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Cholera,0,0
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Brucellosis,7677,0
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Anthrax,19,0
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Acute hemorrhagic conjunctivitis,2210,0
doi/10.46234/ccdcw2023.099,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,2023-04-01 00:00:00,2023/04/01,2023 April,Acquired immune deficiency syndrome,4937,1741
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Typhus,77,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Typhoid fever and paratyphoid fever,452,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Tuberculosis,76331,289
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Total,4171295,2393
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Syphilis,49855,1
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Schistosomiasis,3,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Scarlet fever,858,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,SARS-CoV,0,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Rubella,90,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Rabies,9,13
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Poliomyelitis,0,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Plague,0,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Pertussis,821,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Other hepatitis,722,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Neonatal tetanus,0,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Mumps,7299,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Meningococcal meningitis,15,1
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Measles,81,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Malaria,138,1
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Leptospirosis,5,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Leprosy,43,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Kala azar,37,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Japanese encephalitis,3,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Influenza,3721370,38
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Infectious diarrhea,122646,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Human infection with H7N9 virus,0,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Human infection with H5N1 virus,0,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Hepatitis E,3117,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Hepatitis D,20,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Hepatitis C,23625,30
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Hepatitis B,126932,27
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Hepatitis A,1289,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Hepatitis,155705,57
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Hand foot and mouth disease,9631,1
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Gonorrhea,8029,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Filariasis,0,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Epidemic hemorrhagic fever,330,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Echinococcosis,374,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Dysentery,2530,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Diphtheria,0,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Dengue,7,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Cholera,0,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Brucellosis,6543,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Anthrax,20,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Acute hemorrhagic conjunctivitis,2208,0
doi/10.46234/ccdcw2023.082,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,2023-03-01 00:00:00,2023/03/01,2023 March,Acquired immune deficiency syndrome,5785,1992
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Typhus,50,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Typhoid fever and paratyphoid fever,341,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Tuberculosis,71841,324
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Total,624685,2329
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Syphilis,43574,2
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Schistosomiasis,3,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Scarlet fever,470,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,SARS-CoV,0,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Rubella,67,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Rabies,15,4
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Poliomyelitis,0,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Plague,0,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Pertussis,538,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Other hepatitis,663,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Neonatal tetanus,3,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Mumps,4548,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Meningococcal meningitis,4,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Measles,53,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Malaria,117,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Leptospirosis,7,0
doi/10.46234/ccdcw2023.061,"{'title': 'Reported Cases and Deaths of National Notifiable Infectious Diseases - China, February 2023', 'pubDate': 'Fri, 18 Aug 2023 06:00:00 -0400', 'dc:date': '2023-08-18', 'date': datetime.datetime(2023, 2, 1, 0, 0), 'YearMonthDay': '2023/02/01', 'YearMonth': '2023 February', 'doi': ['pmid:37593121', 'pmc:PMC10427495', 'doi:10.46234/ccdcw2023.061']}",2023-02-01 00:00:00,2023/02/01,2023 February,Leprosy,40,0
